isogroup	scaffold	start	end	annotation	lg	cM
isogroup=6180	c1217446	385759	384496	RNA-binding protein musashi/mRNA cleavage and polyadenylation factor I complex, subunit HRP1 ; RNA-binding protein Musashi E=4e-95	1	45.468
isogroup=6187	c1942449	28919	27863	Permease of the major facilitator superfamily ; MFS transporter, FLVCR family, feline leukemia virus subgroup C cellular receptor E=6e-110	7	696.088
isogroup=6186	c478580	54212	54639	Transcription initiation factor TFIID, subunit TAF6 (also component of histone acetyltransferase SAGA) ; transcription initiation factor TFIID subunit 6 E=2e-54	8	764.736
isogroup=6185	c139381	184195	185137	Copine	12	1119.039
isogroup=6184	c1891549	489111	488538	C-type lectin ; mannose receptor, C type E=2e-12	3	306.592
isogroup=26548	c2477173	122342	121725	FOG: 7 transmembrane receptor ; histamine receptor H2 E=2e-13	6	576.839
isogroup=5023	c1803350	304296	305523	ATPase of the AAA+ superfamily	1	35.667
isogroup=9201	c1004561	34810	35151	Ankyrin ; transient receptor potential cation channel subfamily A member 1 E=7e-93	3	258.595
isogroup=9203	c2375242	185012	184606	Ubiquitin-like protein ; ubiquilin E=3e-10	1	39.134
isogroup=9202	c1811180	181045	180490	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases ; fibroblast growth factor receptor 1 [EC:2.7.10.1] E=2e-86	11	1070.372
isogroup=9205	c1753590	61323	62105	NA	3	256.781
isogroup=9207	c753180	275047	274735	Uncharacterized conserved protein	2	117.822
isogroup=9209	c1205743	237879	236200	NA	4	425.604
isogroup=9208	c2433039	844806	844026	FOG: Ankyrin repeat ; 26S proteasome non-ATPase regulatory subunit 10 E=2e-117	6	596.031
isogroup=6451	c671891	175352	174079	Ubiquitin-specific protease ; ubiquitin carboxyl-terminal hydrolase 30 [EC:3.1.2.15] E=1e-136	3	308.788
isogroup=6453	c1885556	386679	387635	FOG: Reverse transcriptase	1	48.674
isogroup=6452	c1697389	70380	69467	NA	4	347.53
isogroup=6455	c1221709	69828	70625	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) ; microsomal epoxide hydrolase [EC:3.3.2.9] E=1e-130	9	867.489
isogroup=6454	c83038	261354	263413	NA	5	523.061
isogroup=6457	c58483	6165	7049	Gamma-glutamyltransferase	3	238.205
isogroup=6458	c1564364	231305	230999	Cysteine proteinase Cathepsin F ; cathepsin O [EC:3.4.22.42] E=5e-156	5	433.971
isogroup=45425	c1415310	207111	206813	NA	2	144.324
isogroup=35468	c1078498	21505	21076	FOG: 7 transmembrane receptor ; histamine receptor H2 E=1e-19	2	120.117
isogroup=45422	c2406142	80938	80665	NA	2	186.068
isogroup=45423	c2501742	6360	6667	Cdc4 and related F-box and WD-40 proteins ; trace amine associated receptor E=7e-08	6	584.849
isogroup=35465	c2379886	282951	283382	NA	3	280.716
isogroup=21448	c1890818	303597	304187	NA	4	404.787
isogroup=21449	c998407	18840	17802	Meprin A metalloprotease ; cubilin E=6e-34	14	1379.577
isogroup=21441	c1689283	99281	100277	NA	5	493.661
isogroup=21442	c1078498	26648	27627	NA	2	120.117
isogroup=21445	c1334554	309296	308683	Phosphatidylserine synthase ; phosphatidylserine synthase 1 [EC:2.7.8.-] E=3e-15	9	906.657
isogroup=21446	c2412538	579751	580174	Metallopeptidase	6	616.8
isogroup=21447	c2079967	173782	174449	NA	2	117.298
isogroup=29277	c1321846	878542	879136	NA	8	808.373
isogroup=29275	c382711	67167	66573	NA	11	1079.474
isogroup=29274	c2042759	392701	392972	Gelatinase A and related matrix metalloproteases ; matrix metalloproteinase-16 (membrane-inserted) [EC:3.4.24.-] E=6e-62	4	373.115
isogroup=29270	c721773	61130	61703	NA	7	656.122
isogroup=29279	c1609271	38421	38748	NA	1	79.47
isogroup=29278	c561343	125670	126272	NA	4	352.648
isogroup=25567	c2408576	56549	57288	NA	11	1032.051
isogroup=14982	c908618	193461	192269	NA	13	1238.194
isogroup=25563	c2192102	403778	403950	NA	4	335.183
isogroup=25561	c1228988	7716	8129	NA	6	621.106
isogroup=31922	c1938765	269063	269475	NA	5	480.252
isogroup=14984	c767558	357	1	NA	12	1160.542
isogroup=34738	c2028425	515639	515235	NA	2	134.207
isogroup=34730	c2407255	435538	435094	NA	3	304.313
isogroup=34731	c1673145	145100	145305	NA	11	1057.656
isogroup=34734	c1353965	63815	63371	NA	2	119.169
isogroup=34735	c1960666	129924	130194	Animal-type fatty acid synthase and related proteins ; fatty acid synthase, animal type [EC:2.3.1.85] E=5e-97	11	1072.371
isogroup=34736	c1572152	198080	198524	NA	13	1269.51
isogroup=26144	c1515463	179158	178497	NA	12	1205.362
isogroup=26145	c2312187	268550	269270	NA	2	144.795
isogroup=26140	c2192102	340053	339593	NA	4	335.183
isogroup=26141	c1900513	102582	101859	NA	11	1081.769
isogroup=26148	c1876856	93626	94017	NA	2	172.185
isogroup=39306	c1890818	99218	99589	NA	4	404.787
isogroup=39307	c1300534	217784	217557	NA	1	45.861
isogroup=14365	c1466280	87288	88055	NA	2	146.759
isogroup=14367	c753180	654554	653143	NA	2	115.783
isogroup=14360	c1081312	496309	496978	Adenylate kinase ; nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10] E=7e-147	14	1347.638
isogroup=14362	c2045768	299248	299606	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; speckle-type POZ protein E=5e-113	7	672.027
isogroup=14369	c1868152	480015	479222	NA	1	39.428
isogroup=14368	c1401140	301319	301800	Imidazoleglycerol-phosphate synthase subunit H-like	3	292.662
isogroup=10840	c1233660	5156	3757	Glutamate/leucine/phenylalanine/valine dehydrogenases	5	510.053
isogroup=10843	c1186919	268108	267856	Beta-spectrin ; spectrin alpha E=4e-131	1	73.611
isogroup=10844	c304844	162879	164478	Small nuclear ribonucleoprotein (snRNP) LSM3	12	1150.854
isogroup=10846	c537298	88420	89589	GTP-binding ADP-ribosylation factor Arf1 ; ADP-ribosylation factor-like 6 E=4e-129	4	357.832
isogroup=10848	c2445836	55171	53908	NA	6	619.19
isogroup=10849	c1398849	78462	80051	poly-gamma-glutamate synthesis protein (capsule biosynthesis protein) E=5e-05	11	1050.246
isogroup=11461	c1529150	398908	398013	NA	10	997.305
isogroup=11460	c1048972	150992	150347	Transcription factor PRD and related proteins, contain PAX and HOX domains ; paired box protein 2/5 E=6e-49	5	458.223
isogroup=11463	c1089630	29811	28980	NA	11	1064.609
isogroup=11464	c2477173	26083	26953	Predicted membrane protein	6	576.839
isogroup=11466	c698922	34437	35115	Carbonic anhydrase ; carbonic anhydrase [EC:4.2.1.1] E=7e-87	12	1186.565
isogroup=19674	c1004953	228958	227869	NA	8	736.304
isogroup=19675	c1302918	96068	95608	NA	12	1195.767
isogroup=19671	c1251503	55474	54357	Kelch repeat-containing proteins ; F-box protein 42 E=1e-05	11	1028.868
isogroup=19673	c1811180	111347	110265	LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=2e-21	11	1070.372
isogroup=10598	c1900513	102725	104149	Transcription factor of the Forkhead/HNF3 family ; forkhead box protein J2/3 E=2e-25	11	1081.769
isogroup=1499.1	c1959899	61892	60190	NA	10	944.578
isogroup=10593	c2379886	518021	519362	NA	3	278.121
isogroup=10590	c433953	38389	39898	NA	6	582.018
isogroup=10591	c1474709	249360	247688	NA	2	173.359
isogroup=10597	c1509930	62703	63098	NA	4	325.434
isogroup=10594	c49388	181296	181736	Cysteine proteinase Cathepsin L ; cathepsin L [EC:3.4.22.15] E=4e-127	3	263.129
isogroup=10595	c2030320	308840	309819	NA	11	1040.008
isogroup=27235	c1883614	88216	87532	ATP-dependent DNA helicase ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12] E=7e-23	1	34.108
isogroup=27236	c1559156	38910	39210	Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily) ; nucleolysin TIA-1/TIAR E=1e-09	6	578.177
isogroup=27233	c1674687	14337	14945	NA	7	680.29
isogroup=27239	c1462977	266595	267050	NA	7	636.31
isogroup=24112	c1868152	465537	465738	Actin filament-coating protein tropomyosin ; tropomyosin 3 E=6e-26	1	39.428
isogroup=17108	c1949539	302398	301662	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 24/35 E=3e-176	1	31.367
isogroup=17109	c1951106	357663	356419	Histone H2B ; histone H2B E=1e-56	1	20.068
isogroup=10338	c2096175	260663	259682	FOG: Reverse transcriptase	2	203.528
isogroup=17106	c2140699	87516	86652	NA	7	712.688
isogroup=17100	c196579	150029	150852	NA	6	569.946
isogroup=17101	c1400461	64119	62872	Actin and related proteins ; actin, alpha cardiac muscle E=1e-35	11	1038.521
isogroup=17102	c2165933	22857	22082	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; collagen, type VI, alpha E=1e-17	11	1071.962
isogroup=17103	c1244560	5320	5866	NA	1	81.127
isogroup=18109	c1397839	317833	317270	Arrestin ; beta-arrestin E=2e-47	8	806.106
isogroup=18107	c16586	28351	27170	E3 ubiquitin ligase interacting with arginine methyltransferase ; cellular nucleic acid-binding protein E=1e-15	10	969.694
isogroup=18100	c1540777	107980	106910	Splicing factor 3a, subunit 2	11	1053.419
isogroup=18102	c1726491	295333	294190	NA	9	882.461
isogroup=16858	c1415310	100209	100885	Exosomal 3-5 exoribonuclease complex, subunit ski4 (Csl4)	2	144.324
isogroup=16851	c1255891	269106	269623	NA	2	149.827
isogroup=16850	c2338037	474194	474881	NA	14	1431.236
isogroup=16852	c622226	126068	126627	TNF receptor-associated factor ; TNF receptor-associated factor 4 E=2e-113	6	575.594
isogroup=16855	c2406142	550221	549815	Chromatin remodeling protein, contains PHD Zn-finger ; inhibitor of growth protein 5 E=3e-38	4	391.29
isogroup=16857	c1166066	58441	57281	NA	13	1320.719
isogroup=965	c2396761	297415	295774	Regulatory protein MLP and related LIM proteins ; cysteine and glycine-rich protein E=1e-42	6	633.974
isogroup=20274	c1176741	236801	236199	NA	4	377.594
isogroup=20277	c1597072	208859	208677	Predicted 3-ketosphinganine reductase ; 3-dehydrosphinganine reductase [EC:1.1.1.102] E=3e-164	6	563.942
isogroup=17481	c1255891	303396	302947	Acetylcholine receptor ; nicotinic acetylcholine receptor, invertebrate E=2e-143	2	149.827
isogroup=16277	c1609271	68266	69561	NA	1	79.47
isogroup=16276	c1803350	693607	694903	NA	1	35.667
isogroup=16270	c1114394	151536	151162	C-type lectin ; mannose receptor, C type E=2e-153	5	512.115
isogroup=16273	c801076	268354	268814	RNA-binding nuclear protein (MAK16) containing a distinct C4 Zn-finger ; protein MAK16 E=1e-52	2	121.686
isogroup=31242	c1701407	266662	267188	NA	11	1105.853
isogroup=4162	c1122836	193749	195054	Golgi transport complex subunit	8	739.318
isogroup=4161	c1814209	52511	53183	kojibiose phosphorylase [EC:2.4.1.230] E=2e-173	13	1227.126
isogroup=39308	c1530838	242813	242440	NA	2	134.127
isogroup=4167	c1891549	624266	626609	NA	3	311.576
isogroup=4165	c2381614	113496	113087	Tuftelin-interacting protein TIP39, contains G-patch domain	7	636.245
isogroup=4164	c2186193	382753	381247	Vacuolar H+-ATPase V1 sector, subunit G	1	99.95
isogroup=4169	c2157203	2917	5222	NA	1	25.734
isogroup=43715	c1774267	209105	208783	NA	6	592.92
isogroup=43716	c2165933	263398	263719	NA	6	603.948
isogroup=43710	c594145	210144	210478	NA	14	1412.497
isogroup=43712	c2154778	239876	240162	NA	4	364.655
isogroup=43713	c2107713	210494	210613	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; Notch E=3e-13	3	239.134
isogroup=8804	c1321846	968974	969407	Nonsense-mediated decay protein Upf3 ; regulator of nonsense transcripts 3 E=1e-157	8	808.373
isogroup=34600	c1463175	56432	56839	NA	5	459.447
isogroup=43718	c891247	19231	19018	NA	6	596.1
isogroup=43719	c1674687	96101	96362	NA	7	680.29
isogroup=13738	c857488	407232	407924	Zinc carboxypeptidase	13	1274.303
isogroup=13737	c1463175	246175	246313	NA	5	460.719
isogroup=13735	c1967874	352693	354148	NA	2	114.196
isogroup=13731	c1376136	60316	59462	NA	5	511.385
isogroup=9321	c1627629	51219	50325	NA	2	146.564
isogroup=15779	c2355867	169893	169480	Chromosome condensation complex Condensin, subunit G	2	145.974
isogroup=15778	c1398227	559168	559381	Beta amyloid precursor-binding protein	1	67.238
isogroup=15771	c1011140	172706	172497	WD40 repeat nucleolar protein Bop1, involved in ribosome biogenesis ; ribosome biogenesis protein ERB1 E=7e-57	6	580.674
isogroup=15770	c1900513	309066	308631	Reticulocalbin, calumenin, DNA supercoiling factor, and related Ca2+-binding proteins of the CREC family (EF-Hand protein superfamily) ; recoverin E=6e-06	11	1084.556
isogroup=15774	c1809197	127012	126311	NA	6	588.34
isogroup=6991	c2461275	300226	299960	Myotubularin-related phosphatidylinositol 3-phosphate 3-phosphatase MTM6	1	84.186
isogroup=1532	c1531306	342700	342502	NA	13	1246.155
isogroup=5690	c751280	133232	131887	NA	13	1273.567
isogroup=5691	c1365064	96633	97491	Fibroblast growth factor ; fibroblast growth factor E=1e-78	5	446.041
isogroup=5696	c1945778	177797	178173	Predicted membrane protein ; integrator complex subunit 8 E=7e-18	7	700.817
isogroup=5697	c1960086	36309	37018	Adaptor protein CMS/SETA ; CD2-associated protein E=5e-88	4	355.971
isogroup=5695	c2493125	340657	339488	Tropomodulin and leiomodulin ; tropomodulin E=1e-177	2	206.825
isogroup=832	c1727753	452002	450542	FOG: PDZ domain ; multiple PDZ domain protein E=1e-14	7	685.074
isogroup=1538	c1711211	97589	95102	Serine/threonine protein kinase ; mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1] E=4e-57	8	786.689
isogroup=836	c2328114	25949	23871	NA	1	9.928
isogroup=837	c1726491	317953	315728	Uncharacterized conserved coiled-coil protein	9	882.461
isogroup=5348	c2219165	112822	113536	FOG: TPR repeat	3	305.343
isogroup=8118	c1814209	284656	284853	Vesicle trafficking protein Sly1 (Sec1 family) ; vacuolar protein sorting-associated protein 45 E=6e-08	13	1230.622
isogroup=8119	c2107713	345337	346320	Methyltransferase ; juvenile hormone acid methyltransferase [EC:2.1.1.-] E=7e-143	3	229.793
isogroup=8116	c2192102	56343	57550	protein RMI1 homolog E=3e-38	4	340.99
isogroup=8117	c1081312	476104	477341	NA	14	1347.638
isogroup=15197	c2336561	492892	494224	NA	7	666.135
isogroup=15196	c2297065	224772	224570	Uncharacterized conserved protein, contains CCCH-type Zn-finger	10	983.234
isogroup=5344	c2104237	285707	286616	Topoisomerase TOP1-interacting protein BTBD1 ; BTB/POZ domain-containing protein 1/2 E=3e-152	1	63.688
isogroup=8111	c1591897	252764	251697	Peroxidase/oxygenase ; thyroid peroxidase [EC:1.11.1.8] E=2e-141	4	432.971
isogroup=28810	c2240099	15331	14723	NA	9	831.557
isogroup=28811	c1605889	547363	547977	NA	4	379.539
isogroup=28815	c967499	6544	6043	NA	14	1335.291
isogroup=28816	c2375242	336003	335456	NA	1	41.153
isogroup=28817	c1855353	441696	441088	Chromatin remodeling protein, contains PHD Zn-finger	14	1408.559
isogroup=28819	c2297065	125497	125928	NA	10	981.298
isogroup=14826	c2150838	41082	39704	NA	6	548.91
isogroup=14825	c1899612	11461	10074	NA	8	814.07
isogroup=14823	c1217446	115398	114016	Serine proteinase inhibitor (KU family)	1	45.128
isogroup=14820	c2381614	207617	208479	Predicted methyltransferase	7	636.245
isogroup=14829	c1703633	419689	419075	Defense-related protein containing SCP domain ; pathogenesis-related protein 1 E=4e-57	7	669.013
isogroup=37719	c2025353	79827	79512	NA	10	967.98
isogroup=37718	c1401140	4706	5103	NA	3	292.662
isogroup=37712	c63475	417991	417672	NA	1	70.142
isogroup=37711	c2512412	434838	434458	NA	2	196.868
isogroup=37710	c2441680	317147	317357	NA	4	385.003
isogroup=32545	c1276390	61118	61437	Uncharacterized conserved protein	3	319.529
isogroup=37716	c671891	198237	198592	NA	3	308.788
isogroup=31014	c2021939	359950	359549	Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 45 E=3e-74	13	1250.979
isogroup=31015	c1900513	171153	171668	NA	11	1081.769
isogroup=31011	c1081312	405789	405262	NA	14	1347.638
isogroup=36040	c1166066	192647	192230	NA	13	1320.253
isogroup=36041	c2509380	149534	149159	NA	5	471.109
isogroup=36042	c1605889	12658	13079	NA	4	375.799
isogroup=36044	c801076	149565	149144	NA	2	121.686
isogroup=36045	c2430742	25044	24814	NA	1	53.836
isogroup=31018	c1321846	769983	769651	NA	8	805.774
isogroup=31019	c1506025	387701	387183	NA	6	588.09
isogroup=30940	c1049963	141105	141642	NA	7	670.502
isogroup=30947	c151167	502786	503324	NA	13	1258.191
isogroup=30946	c1959899	292083	291546	Chitinase	10	944.578
isogroup=30945	c1247922	28242	27750	NA	9	907.656
isogroup=30949	c1895421	358136	358417	Ca2+-dependent phospholipid-binding protein Synaptotagmin, required for synaptic vesicle and secretory granule exocytosis ; DNA-directed RNA polymerase III subunit RPC6 E=1e-13	2	192.829
isogroup=3970	c2407255	336581	335430	Ribonuclease III domain proteins	3	299.318
isogroup=3973	c561343	241303	241696	Concentrative Na+-nucleoside cotransporter CNT1/CNT2 ; pyrimidine nucleoside transport protein E=2e-161	4	352.648
isogroup=3975	c2379886	514563	515535	Flavin-containing monooxygenase ; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8] E=5e-139	3	278.121
isogroup=3974	c2338037	531922	531057	NA	14	1423.066
isogroup=3976	c1597072	322651	321940	IRF-2-binding protein CELTIX-1, contains BROMO domain ; bromodomain adjacent to zinc finger domain protein 1A E=1e-11	6	563.942
isogroup=15007	c139381	440732	439849	Transcriptional coactivator p100	12	1119.039
isogroup=2379	c2406142	522464	522166	FOG: Armadillo/beta-catenin-like repeats ; catenin (cadherin-associated protein), beta 1 E=6e-12	4	391.29
isogroup=2370	c701548	164177	163708	Heme A farnesyltransferase ; protoheme IX farnesyltransferase [EC:2.5.1.-] E=2e-41	11	1066.568
isogroup=2372	c697924	324843	325672	Myosin phosphatase, regulatory subunit ; protein phosphatase 1 regulatory subunit 12B E=2e-55	6	568.457
isogroup=2373	c1891549	615658	618005	Voltage-gated shaker-like K+ channel, subunit beta/KCNAB ; aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91] E=8e-170	3	321.759
isogroup=2374	c2396761	20952	22065	GTPase-activator protein ; myosin VII E=4e-155	6	631.375
isogroup=2376	c2297065	200485	198418	Scaffold/matrix specific factor hnRNP-U/SAF-A, contains SPRY domain ; heterogeneous nuclear ribonucleoprotein U-like protein 1 E=2e-161	10	983.234
isogroup=2377	c1642521	160354	159902	integrator complex subunit 3 E=6e-94	1	43.82
isogroup=41223	c2303909	164949	164766	Meprin A metalloprotease ; astacin [EC:3.4.24.21] E=2e-85	1	54.697
isogroup=9443	c2412538	427989	428950	Caspase, apoptotic cysteine protease ; caspase 7 [EC:3.4.22.60] E=2e-53	6	621.912
isogroup=9441	c1415310	199729	199267	Neoplastic transformation suppressor Pdcd4/MA-3, contains MA3 domain	2	144.324
isogroup=9446	c2338525	233150	232620	NA	7	654.483
isogroup=9445	c1627629	174407	173100	NA	2	146.564
isogroup=9444	c1617293	181507	180453	Amidases ; aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7] E=1e-121	1	61.861
